id,sigma_xx,sigma_yy,sigma_zz,tau_xy,tau_yz,tau_zx,sigma_Y,temperature_c,strain_rate,batch_id,yielded
2707,77.006,-38.6942,57.1431,68.9541,-7.71214,-206.286,219.442,87.1462,0.0529564,11,1
2708,57.7398,-151.026,-59.8623,-5.61876,123.771,54.8659,205.472,87.6072,0.00321498,17,1
2709,59.0214,48.2243,-167.91,-86.3941,-183.331,-16.8914,183.905,89.6663,0.000412539,1,1
2710,166.994,-67.8708,64.5142,75.3784,65.6436,80.9782,240.726,23.0221,0.00419167,2,1
2711,33.5036,-147.085,-107.313,-81.9987,-24.0216,-71.1066,242.587,96.4783,0.00219216,3,0
2712,24.2556,0.221706,210.836,29.8413,46.4607,-157.92,224.156,110.531,0.0125161,22,1
2713,-176.954,-27.8581,-46.0794,-23.1773,79.1491,44.0564,245.351,51.4901,0.000281678,6,0
2714,-182.277,-83.6991,49.9453,120.326,-129.442,-48.6486,198.123,101.351,0.000343472,19,1
2715,52.4347,-81.9485,107.628,-51.8991,42.9965,-2.87614,214.125,106.483,0.000315786,22,0
2716,245.004,-61.9448,-108.014,107.966,-6.18936,19.3153,224.438,25.909,0.000175811,3,1
2717,65.7578,49.4623,-112.357,182.3,-59.0287,36.7014,206.64,20.3277,0.0017131,18,1
2718,164.392,73.6265,38.2011,-10.9017,194.499,41.3942,144.76,95.5299,0.000119801,21,1
2719,-110.004,60.4489,35.4456,52.5848,8.0661,-66.3999,174.069,24.6939,0.016877,19,1
2720,-246.865,-4.35994,136.663,17.661,61.9433,143.72,228.486,78.73,0.010592,17,1
2721,-33.2813,35.8401,-25.4614,42.1974,19.9819,77.6236,235.797,118.19,0.00237174,16,0
2722,17.6388,-0.76691,-62.5216,19.3299,-17.4437,-110.797,260.282,25.7987,0.030322,19,0
2723,0.668925,199.796,-273.335,-48.1282,-41.0126,103.62,249.139,114.147,0.0335178,0,1
2724,35.5264,127.119,132.532,-139.945,-198.216,31.7988,249.398,102.521,0.0092774,5,1
2725,190.905,-135.988,-171.914,155.56,18.7769,-49.5362,187.043,95.3282,0.0254975,12,1
2726,14.6063,-27.7338,147.804,-0.784926,34.4885,-96.8104,229.853,104.12,0.0027761,11,0
2727,-3.85676,-116.916,154.507,-35.686,-67.198,-145.128,194.779,105.686,0.00169926,16,1
2728,40.1287,-75.5166,-8.12693,50.9154,-75.5546,28.4734,218.995,31.8625,0.000344721,6,0
2729,74.7317,-13.1326,116.09,34.542,97.0533,-5.21022,240.973,109.291,0.00982406,20,1
2730,-22.9689,31.7939,-35.5127,-114.124,117.369,18.3637,267.49,72.9216,0.00458785,12,0
2731,-92.7181,141.336,31.3234,0.525023,-46.0265,-78.123,210.602,49.9042,0.0316542,23,1
2732,52.5997,4.46147,-97.0786,115.063,-174.471,-12.3322,225.078,68.7311,0.0134505,4,1
2733,31.6539,-93.6892,-53.8066,-6.61559,-179.992,-127.817,194.857,93.4964,0.000951366,13,1
2734,57.9859,54.8497,31.479,119.607,6.91702,3.36165,237.604,59.8796,0.0212386,14,0
2735,73.6647,47.6532,-35.377,10.6075,128.322,-84.8653,239.713,104.248,0.0201096,13,1
2736,-98.0947,79.1556,-115.33,20.3938,115.71,28.3572,270.348,98.3157,0.00602252,11,1
2737,-12.9624,-69.8435,131.021,12.0083,-98.0463,82.0776,186.112,50.1856,0.0520887,11,1
2738,57.6474,13.0393,-109.113,-124.929,-45.598,-69.7169,213.602,80.6497,0.00215646,2,1
2739,35.1994,-47.1556,152.998,-33.3422,84.6767,-157.242,208.994,97.599,0.00664057,19,1
2740,126.519,-15.7385,-68.574,118.898,120.231,35.477,220.257,85.8912,0.0659783,1,1
2741,53.654,54.6307,17.4987,242.284,18.8441,-21.6277,230.086,59.4304,0.0299849,4,1
2742,141.972,-6.45145,-60.018,-158.917,-38.3088,-118.166,223.751,90.9873,0.0111597,7,1
2743,47.3547,155.446,-54.0055,-177.461,-62.0002,-58.862,239.898,20.5459,0.0469529,20,1
2744,46.0896,65.0739,-150.024,149.483,138.874,-88.921,240.994,68.5467,0.0465657,11,1
2745,85.4958,72.4895,-11.5638,96.2967,-62.1752,24.0298,220.476,66.8262,0.000736791,1,0
2746,-78.7109,-7.81814,-51.1168,94.6359,-42.9214,-146.235,224.474,95.698,0.0319892,8,1
2747,-48.3823,-62.7941,-16.1747,-22.6037,92.7043,31.3736,231.459,42.8475,0.000449631,0,0
2748,-63.61,-11.0353,-43.4139,-27.3313,-158.581,-143.751,231.865,80.8816,0.00122644,17,1
2749,72.5414,-153.656,44.5005,-97.2447,-18.4602,-44.7423,234.641,55.6908,0.000664728,6,1
2750,127.853,112.241,-142.615,-112.322,-8.36584,52.514,221.05,115.45,0.0424213,21,1
2751,-53.4831,59.8908,-5.12096,-60.328,34.8686,23.1927,227.911,114.269,0.0414397,14,0
2752,-23.4905,-11.8432,45.9763,119.492,61.0829,73.4901,218.247,20.8645,0.0965375,18,1
2753,90.6204,-46.9588,80.0644,-34.2739,106.778,-102.093,253.727,100.164,0.0502377,5,1
2754,-8.94563,-35.4455,-26.4148,-80.7405,64.0857,-62.7629,233.959,69.997,0.00150237,8,0
2755,-4.97554,-13.9332,101.355,169.814,271.9,152.032,201.451,73.9784,0.000141487,21,1
2756,-52.716,-87.5553,-98.2212,80.5125,48.7689,45.3048,212.023,71.9827,0.00167892,21,1
2757,-44.0334,-67.1059,-29.3683,9.52016,115.66,-104.448,225.969,54.6549,0.00691546,3,1
2758,-135.906,71.4593,137.5,-87.8492,78.929,86.0516,233.531,62.1161,0.0312866,18,1
2759,67.0919,-23.4773,99.2347,32.672,-112.216,71.0456,226.185,20.0827,0.000938522,6,1
2760,-62.2152,-5.59923,-77.3486,-71.336,-54.6514,80.7462,229.934,87.0181,0.00892483,24,0
2761,-49.3888,52.1122,-7.21786,10.3208,-59.7813,14.2642,244.046,51.9882,0.0250678,6,0
2762,93.5554,11.336,89.1702,-102.987,4.07311,-52.4065,235.92,86.3219,0.00108485,13,1
2763,132.259,-41.9041,123.885,-80.7844,155.808,-112.258,233.567,78.9977,0.000497873,6,1
2764,-48.0508,132.994,75.6722,-120.016,12.2625,90.7079,262.744,104.133,0.0029761,8,1
2765,141.052,-2.38403,-61.1921,13.6065,-37.4909,-13.9203,231.702,81.6584,0.00320769,24,1
2766,6.71193,240.313,-58.611,55.3949,141.108,59.0699,216.642,59.7168,0.0561157,3,1
2767,127.329,14.0937,-93.458,-106.127,-20.0626,-16.1054,208.731,48.7976,0.0125818,7,1
2768,168.72,86.8223,224.492,-8.52995,8.28021,0.192734,207.088,25.598,0.000788447,7,0
2769,4.89078,-206.043,19.8834,69.2944,-108.255,13.1055,190.873,69.2947,0.00230367,4,1
2770,104.993,135.405,-15.2917,-35.1439,86.2438,39.9974,197.552,86.8495,0.000130525,0,1
2771,29.0406,18.8058,21.9098,-41.7108,-47.1108,9.39738,248.773,74.4526,0.0410989,4,0
2772,-138.363,-14.5643,-225.565,-69.9706,56.965,189.011,252.462,87.3004,0.00021839,13,1
2773,75.7995,-10.0594,-44.7674,74.7054,76.2138,-116.37,210.927,110.452,0.0940672,4,1
2774,71.6789,-181.814,-60.95,-130.692,136.583,-119.352,191.62,29.7091,0.000467002,21,1
2775,104.82,83.5204,-43.9404,125.404,24.0291,168.012,227.298,88.0998,0.006591,7,1
2776,-182.631,42.6137,-2.61413,23.1411,-5.16965,-17.6322,191.039,94.878,0.003709,10,0
2777,-11.6049,-41.9713,-115.992,56.2428,-62.5897,55.5825,206.361,32.8121,0.0434942,3,0
2778,-3.48697,-37.0313,72.4337,-7.59895,-16.3183,-73.3802,219.301,54.4397,0.000242772,16,1
2779,122.014,-177.494,-107.512,58.2076,81.5049,-0.467731,173.02,87.0181,0.000217397,22,1
2780,-49.9913,-103.569,-192.775,123.611,-87.7331,-5.36563,200.323,21.7229,0.000235681,0,1
2781,-54.077,-16.8264,-53.1217,-52.8899,46.2622,-58.076,193.012,93.3987,0.00090777,12,0
2782,-19.4954,4.30868,79.0393,39.6331,46.5243,-96.9974,214.177,96.2469,0.00171148,0,1
2783,61.4451,-76.2037,-63.6556,39.588,-114.486,-89.8707,200.582,31.8573,0.00165118,19,1
2784,-3.44081,-19.9637,-73.8014,32.8762,-40.2954,-61.6283,186.16,72.5176,0.0310678,7,0
2785,-34.5209,-130.652,-260.557,-66.428,100.167,-93.0421,189.598,113.386,0.000233232,15,1
2786,-102.594,90.6701,-118.457,-48.9392,100.002,55.8176,203.958,116.597,0.00194492,8,1
2787,-102.747,109.947,122.61,71.9237,-13.6024,77.8622,202.581,94.8709,0.000723965,17,1
2788,-231.109,-39.432,89.1495,30.1004,119.604,-103.829,234.805,68.0612,0.00285256,24,1
2789,-57.13,84.2809,-2.85216,55.1634,39.0537,107.294,186.671,39.7723,0.0101271,22,1
2790,-157.465,15.0366,132.414,12.0046,-81.9954,30.6747,225.062,102.454,0.0098822,5,1
2791,-86.4436,22.9938,-84.8731,37.6936,78.1563,-64.8566,227.641,20.8697,0.0121633,10,0
2792,-52.0307,67.4183,-39.9441,-4.0998,212.581,-18.5229,230.279,86.9196,0.000501291,2,1
2793,89.5846,37.4552,-214.627,34.4362,62.6339,153.951,219.036,83.5326,0.0341106,23,1
2794,-127.801,-102.788,-35.8707,-59.6469,-17.7337,-30.3177,243.037,69.2698,0.0859523,0,0
2795,-174.099,34.1885,60.6711,-6.93919,-78.4968,-18.6677,268.888,21.2622,0.00540648,11,1
2796,-68.9612,-1.99264,52.8779,-2.96087,-50.3055,92.71,218.859,26.1466,0.0418032,13,0
2797,10.6065,141.053,149.29,-144.374,-74.574,127.625,169.308,76.785,0.00429389,4,1
2798,-148.636,69.6181,37.9262,84.6677,-53.0224,-62.4205,259.092,59.2876,0.0719272,16,1
2799,59.2109,66.5429,32.8889,57.2261,35.2531,0.52167,206.453,81.8711,0.0200309,8,0
2800,-72.0104,-111.031,-34.2863,-108.399,-75.7793,93.6291,265.386,105.287,0.00119564,21,0
2801,-96.7332,-26.1547,100.066,65.1771,182.911,34.7661,195.475,39.9671,0.000296135,14,1
2802,-131.097,106.777,99.1685,23.0333,156.914,-53.6807,193.276,98.2827,0.0357714,6,1
2803,-53.5058,48.1316,62.0335,97.9294,26.4568,-1.22776,195.883,26.6996,0.0211249,7,1
2804,73.3667,106.251,-168.177,3.91683,-33.4127,34.6002,228.799,52.2476,0.000203469,7,1
2805,-38.1489,64.8108,19.5397,71.5932,53.37,63.6245,204.501,58.4432,0.0890815,1,0
2806,-86.0263,-78.7358,-6.59877,-16.7533,24.1732,50.9632,245.537,31.8513,0.000232143,12,0
2807,-147.728,-53.6355,24.207,-11.8748,-14.3037,3.72485,217.659,95.4421,0.00481796,12,0
2808,-22.3996,-7.63732,20.576,-32.2105,6.74932,-36.1515,250.8,97.6177,0.0810959,23,0
2809,6.9495,10.3233,-104.413,-28.7258,148.618,-31.0106,214.337,107.904,0.0731119,6,0
2810,-192.597,-104.71,-35.4725,12.0948,38.1641,-216.687,204.791,65.0255,0.000628609,7,1
2811,-41.7406,-20.5488,48.2178,-169.954,-38.4037,81.579,233.073,36.6745,0.000141022,12,1
2812,-107.685,-122.21,-61.075,-11.9301,-232.034,-84.3701,203.732,48.6922,0.00367273,22,1
2813,29.6829,60.3282,-33.2199,-44.9015,-108.575,47.521,285.109,38.4398,0.00387235,21,0
2814,-256.4,-16.649,-28.563,232.591,21.3461,-37.6671,238.672,42.6115,0.000664324,16,1
2815,-35.6597,-17.427,-55.4333,36.6112,-40.755,90.9395,158.577,53.6431,0.00156883,4,1
2816,43.4887,21.6144,74.4506,25.107,-76.8487,-24.5176,220.974,68.2632,0.00252579,4,0
2817,-235.138,62.4735,-6.3379,-49.7778,-26.2991,111.901,240.216,76.7069,0.0118744,0,1
2818,12.0136,162.891,40.7768,-70.2083,101.354,-47.0721,237.869,99.7063,0.0198102,11,1
2819,-56.0888,72.9656,71.5072,104.515,152.173,-115.389,220.604,115.853,0.000378255,0,1
2820,-8.29536,-55.8345,40.9957,-14.523,58.6668,-18.5902,185.447,114.922,0.00193108,19,0
2821,-5.77798,40.185,90.4026,-69.9004,-15.1545,145.615,241.101,89.9282,0.00837239,6,1
2822,8.40064,98.5521,-59.4942,147.585,-52.6113,-26.3033,247.079,107.493,0.00138165,2,1
2823,118.414,0.282573,65.5116,-45.8034,58.8937,-91.7655,275.529,29.4003,0.0108047,1,0
2824,71.1067,-172.13,93.6083,-91.0611,-6.1439,-53.6595,227.857,23.7802,0.00148902,19,1
2825,-147.098,-41.0113,18.6714,-254.848,-26.0984,27.647,176.624,61.7817,0.0172418,12,1
2826,33.5911,-30.2058,28.6609,63.4554,128.666,27.7314,211.961,83.5371,0.00037787,24,1
2827,-86.3178,-19.072,5.68227,-56.3993,91.6472,9.24375,194.636,84.0908,0.00150308,14,1
2828,-89.4509,23.134,-188.589,-87.8621,51.5935,92.8907,225.225,41.222,0.000154877,14,1
2829,-8.42681,-101.833,-60.7556,99.9697,4.75988,-47.1596,199.097,90.2204,0.000169771,7,1
2830,-11.1626,44.4366,-16.5882,91.085,-61.9707,-38.9793,206.846,111.768,0.029184,20,0
2831,30.4249,53.6865,-9.37464,106.982,204.993,-177.617,258.462,33.6895,0.0469143,0,1
2832,-12.4198,101.473,-67.9693,-61.0178,57.1839,-94.2295,212.278,23.2573,0.00771672,4,1
2833,-3.08791,-8.31204,42.695,177.888,-51.9573,162.244,252.867,94.5353,0.00082584,2,1
2834,-20.9798,-12.9459,-95.2975,-92.7216,85.6152,44.9906,231.103,107.219,0.0859492,13,1
2835,-10.3803,100.692,-2.7336,69.8173,-22.7248,-100.021,224.028,74.622,0.00183635,19,1
2836,-81.3255,-53.6174,-14.2876,101.494,-114.218,-79.9156,211.814,40.2363,0.00608406,22,1
2837,-71.7337,60.9234,101.773,30.0166,-6.38714,58.1514,199.807,99.2511,0.00218511,21,1
2838,123.083,-42.8864,-120.173,-59.2418,-171.135,-123.657,251.812,99.8916,0.053587,0,1
2839,-101.346,63.9561,9.0265,-189.892,30.7339,167.592,247.727,37.8056,0.000437325,13,1
2840,83.183,157.883,80.2637,-99.2038,-129.427,-71.2036,226.964,29.7944,0.000668199,24,1
2841,-94.0526,19.8336,-95.7424,-99.4676,-40.1132,-16.0492,214.978,117.381,0.00172711,5,0
2842,-11.8625,-41.2827,-90.0427,-39.5236,-66.1669,96.4008,194.939,68.7594,0.000742332,21,1
2843,-66.7256,44.722,29.352,162.068,-67.9922,49.1038,261.06,44.8424,0.000342868,21,1
2844,-56.5587,48.0952,-33.3594,-121.091,-77.6132,-12.3902,210.004,55.3812,0.000102419,16,1
2845,112.46,-107.72,-56.2375,-76.633,-38.8923,79.7309,241.037,24.2551,0.000650211,0,1
2846,-70.2492,-79.9677,-130.531,-133.233,-23.0577,-74.8097,217.573,97.9592,0.0032104,0,1
2847,83.6801,-3.32902,-24.3814,-122.275,92.6359,-66.8538,245.706,96.3826,0.000610363,19,1
2848,31.2732,58.5629,-50.4362,122.801,75.025,-75.2962,187.135,119.365,0.000189211,13,1
2849,83.5146,32.7361,26.5717,20.1854,-103.256,-109.423,225.142,25.0361,0.0228561,9,1
2850,-67.476,46.7438,9.44649,-51.2678,-118.349,-188.233,254.494,23.8514,0.000100443,3,1
2851,-27.2494,58.9801,-54.379,-69.8717,-117.732,-138.124,221.754,51.6248,0.000388272,24,1
2852,18.9481,53.3272,-190.637,154.709,-116.441,-45.273,187.405,117.742,0.00051739,21,1
2853,-135.696,-68.9753,-82.4848,104.639,-33.0862,-31.4094,226.569,53.0399,0.000348958,6,0
2854,-70.1415,-49.8878,55.3295,-77.7108,21.554,62.8592,206.549,68.6531,0.00734281,3,0
2855,75.7198,50.452,-53.3208,77.0558,-56.8199,21.5516,265.964,39.216,0.00431113,19,0
2856,-40.8729,69.8868,92.3931,166.269,22.5196,-44.9944,254.352,87.9028,0.00129993,9,1
2857,69.459,-67.5909,-33.5189,51.3783,121.449,49.2978,217.46,62.6438,0.0749381,5,1
2858,-157.162,25.2959,18.262,-45.7462,-8.86127,-123.021,253.955,55.5931,0.00155857,6,0
2859,171.662,-49.2101,81.6358,26.702,-187.062,-228.14,133.164,30.7875,0.000140092,10,1
2860,62.3727,-41.3582,-51.9281,-46.824,68.3869,-3.56741,250.004,28.1659,0.000146091,18,0
2861,-46.0813,48.6218,-242.269,-10.6183,-40.9341,212.524,256.635,36.9068,0.000109594,8,1
2862,93.7948,-12.0835,-17.7426,-44.7014,97.2878,-46.8205,211.941,21.9062,0.0268574,0,1
2863,46.3181,-139.055,-23.4889,25.1162,-128.886,130.774,207.244,42.4393,0.0159,7,1
2864,-5.74702,-3.7205,122.202,-84.6746,-16.9901,11.8707,224.792,77.1584,0.000648431,13,1
2865,-45.952,61.9703,-6.27819,79.1987,-194.443,39.5546,198.699,68.0219,0.000107782,0,1
2866,-137.236,28.3966,-42.8965,128.974,21.552,-6.74167,235.097,103.491,0.00136089,9,1
2867,211.621,149.308,-66.8868,-115.994,38.9065,-50.9367,223.571,95.7622,0.065344,21,1
2868,-66.1497,74.8756,46.8108,-104.619,-33.0496,-143.744,255.927,22.4794,0.0267079,18,1
2869,30.384,52.3316,-35.2483,-8.89687,-32.1532,275.016,177.888,30.345,0.0592782,17,1
2870,-209.304,85.4971,107.046,-29.5733,-93.5038,20.6602,224.864,68.2218,0.000360896,15,1
2871,-138.745,154.842,52.1487,-58.1584,10.4809,15.8079,223.806,71.128,0.00494536,14,1
2872,-62.8691,-65.444,-11.0262,57.2831,-77.1415,-136.342,210.859,36.5597,0.020875,23,1
2873,4.01646,-34.0319,-33.922,13.4102,38.3779,-31.1068,231.837,87.3233,0.0120753,2,0
2874,35.7916,46.3251,-5.64464,28.5196,-22.3148,-14.2545,251.328,51.7318,0.000233632,21,0
2875,80.9066,22.0573,49.8404,-4.11505,-55.0875,-51.8462,250.965,119.759,0.00160715,5,0
2876,21.6548,7.15,72.3735,92.9057,75.5683,14.3831,213.478,118.538,0.00159151,6,0
2877,13.8423,-12.8965,-45.8377,160.506,-155.55,154.337,223.624,56.4969,0.00036729,13,1
2878,37.6159,76.1072,16.8679,-94.1008,41.9329,-50.8539,199.724,95.6032,0.0851529,17,0
2879,-11.3049,44.9729,129.426,-134.489,132.136,45.0782,163.376,58.8121,0.00277122,12,1
2880,55.1841,-67.1079,-22.757,171.084,-61.7176,-1.86472,200.11,25.6777,0.000369481,5,1
2881,55.1387,-76.8984,10.6771,-108.706,-83.6028,-63.7733,220.434,29.3977,0.00422155,2,1
2882,-42.6739,-44.6133,154.516,-45.2133,-28.7247,-116.091,190.967,95.3252,0.0170516,13,1
2883,23.8169,-29.069,-67.7102,57.7985,-69.1024,221.552,201.746,90.0333,0.000134222,8,1
2884,-5.4102,-79.4541,15.3462,-40.8297,-95.661,-16.8992,180.016,69.5131,0.000241645,14,1
2885,-23.6931,-86.0024,25.7728,107.498,-52.3838,-20.7311,169.054,44.6816,0.00302021,13,1
2886,-34.8167,-67.3825,43.1567,-193.122,115.739,26.4545,191.584,99.0426,0.0052047,24,1
2887,20.1646,28.1811,-51.2089,-50.5736,57.3077,112.605,227.909,59.2817,0.00652323,2,1
2888,-2.26707,-104.362,-2.72236,-101.337,61.9526,-62.131,231.892,39.0491,0.0741694,8,1
2889,-27.3571,120.569,133.849,-59.2489,94.2708,108.713,223.901,26.5652,0.0321819,1,1
2890,-15.605,-7.53637,18.4501,71.0191,-70.1278,-1.056,186.3,59.0828,0.0168459,15,0
2891,-37.9095,43.7242,1.5616,27.5418,22.4916,55.9568,235.687,77.4325,0.00084951,7,0
2892,-50.9054,-36.6614,-117.769,14.8981,-13.0912,71.9102,205.008,109.158,0.000584641,24,0
2893,119.071,7.11476,117.753,109.89,-31.8943,-18.3799,201.598,53.3027,0.0847313,16,1
2894,67.9657,107.795,61.9892,17.1398,124.412,0.103358,216.947,34.954,0.00263996,18,1
2895,17.7682,72.8739,206.081,106.074,98.1822,-89.4321,250.699,106.88,0.000191164,3,1
2896,-96.7796,52.551,102.368,-33.4724,67.9455,-98.6699,177.482,29.0824,0.00493889,19,1
2897,23.7886,52.7004,21.153,32.3765,17.4983,44.3931,191.648,80.4411,0.00154407,22,0
2898,212.177,-18.799,55.61,24.2488,-35.7936,-37.7147,230.014,72.2471,0.00503041,16,0
2899,-33.7462,-92.0309,-67.8714,-135.711,122.551,138.682,258.924,98.6955,0.0148245,21,1
2900,4.74479,117.619,103.14,-44.3135,-153.783,111.42,270.659,99.5717,0.000226128,2,1
2901,173.74,-43.839,138.83,-13.848,1.77828,62.1196,221.474,103.449,0.0448548,8,1
2902,45.039,45.2672,30.1436,34.7718,78.563,42.9257,243.568,102.242,0.0867136,23,0
2903,104.96,16.6434,20.3017,-17.1136,237.998,-79.3809,182.583,35.4399,0.000153229,18,1
2904,-19.8376,22.1129,-48.264,-110.818,-162.36,10.0369,259.753,96.993,0.000127471,24,1
2905,83.28,66.7576,-111.91,40.7207,-16.7392,-91.3056,209.42,64.3156,0.00027685,16,1
2906,93.7824,35.3029,-42.9625,107.366,-26.0861,79.6902,281.815,96.5924,0.00222479,0,0
2907,-2.98322,100.769,-127.27,37.8339,-53.588,-55.6053,217.062,112.671,0.000113764,16,1
2908,48.493,-99.2246,14.2624,18.9735,142.684,-65.28,246.144,91.4164,0.00144946,15,1
2909,-35.7876,7.03446,-104.221,120.881,-25.1364,-129.971,222.218,87.3525,0.000199437,18,1
2910,-77.1291,32.6002,7.21964,-41.2938,90.9423,195.402,244.13,60.6114,0.00330918,2,1
2911,47.0031,39.0305,-61.3286,-99.6988,41.8801,-75.7295,217.023,46.1479,0.000177344,16,1
2912,-129.668,41.5883,90.5792,75.4082,-27.8944,83.4458,233.667,89.6735,0.0518925,3,1
2913,-14.3864,6.8903,69.7606,-32.9032,6.42566,-116.331,253.781,102.867,0.00710352,24,0
2914,-80.8787,-82.8911,140.04,140.292,-141.573,36.849,253.77,33.7174,0.000460974,6,1
2915,-44.4137,87.414,56.4008,-0.553385,6.51601,168.484,236.909,70.4637,0.000423225,14,1
2916,-32.6141,125.948,28.8361,118.159,62.2194,36.5512,241.845,93.0933,0.00169514,20,1
2917,88.5116,-0.517107,-167.167,-32.5881,-14.3597,21.9769,224.074,70.8009,0.00304795,21,0
2918,67.2704,77.0127,-122.767,134.676,13.0321,-41.0652,215.982,97.5512,0.00328915,2,1
2919,47.2416,163.843,-173.793,14.0777,68.5196,-8.33697,218.519,76.7929,0.0265293,19,1
2920,7.32736,-17.3588,-55.0271,40.0162,144.026,-17.5673,169.147,38.6368,0.00396817,23,1
2921,-26.7956,-99.8082,-1.13385,107.031,-74.1507,19.5774,237.612,107.987,0.00568533,9,0
2922,-187.675,5.92221,33.5961,-78.4993,-183.685,-142.798,203.305,76.9637,0.0350702,5,1
2923,-124.281,147.007,-55.5004,-60.5382,34.1855,39.7123,246.729,90.0195,0.0154347,21,1
2924,-159.559,-19.6388,-6.14603,131.235,-73.1008,26.1204,229.853,72.897,0.000913856,14,1
2925,-14.8743,-48.6665,211.33,-2.54336,51.2837,-11.7955,192.812,60.2943,0.00701269,4,1
2926,64.4658,18.2873,28.1468,-20.3459,50.1952,106.815,182.932,30.1752,0.0464173,8,1
2927,77.7023,68.2816,82.3566,-21.7599,2.42495,-56.7602,188.96,25.7765,0.000690971,6,0
2928,-6.07985,-114.15,125.362,83.2376,12.2676,87.5122,223.986,54.1401,0.00223287,20,1
2929,-100.145,-107.945,-21.6992,-124.304,135.066,-14.0958,184.693,55.1876,0.000593497,18,1
2930,29.4066,52.1429,23.7566,127.662,95.5557,-6.03185,184.833,35.5515,0.00342155,21,1
2931,-61.7858,91.6052,-164.418,-40.7108,37.5913,103.962,220.289,118.69,0.00616022,10,1
2932,61.6817,-121.766,-60.3781,57.0427,79.1544,69.998,266.432,59.917,0.000312479,18,1
2933,136.473,-29.0652,-84.2151,-83.4399,-63.5172,213.032,218.265,101.004,0.000377755,1,1
2934,-162.038,-78.2615,110.503,-98.727,-64.914,-40.4531,219.761,44.7338,0.00259388,2,1
2935,13.609,-262.522,36.1324,57.3637,-95.9594,3.51574,218.926,27.9522,0.00207025,3,1
2936,-36.4106,77.9393,281.402,-108.056,-80.8811,-56.8029,238.277,20.2804,0.000121919,4,1
2937,38.398,83.9348,-64.9044,-109.015,-38.4568,-16.5075,286.119,91.6536,0.000944888,18,0
2938,-148.033,-24.3806,-138.705,-69.6553,31.8652,-83.4226,220.987,81.3442,0.0548015,13,0
2939,50.1527,-31.4797,-64.6535,-103.185,90.4551,-77.1128,218.397,83.7358,0.000270653,17,0
2940,-29.7923,-25.2632,-6.76138,-72.945,-10.128,45.6621,224.094,50.6929,0.000390394,8,0
2941,113.976,-125.899,21.734,-63.7589,38.3813,-14.3011,269.036,111.105,0.0181616,2,0
2942,-30.9759,-137.805,40.8127,-2.26151,45.7012,-1.02212,226.811,114.077,0.00158222,8,0
2943,12.0731,-60.6554,-183.265,116.976,-14.2325,-280.193,259.424,84.007,0.0011094,7,1
2944,-3.08409,63.2551,57.46,-115.454,168.55,-56.4553,206.436,53.6589,0.00537701,15,1
2945,-48.2251,-42.5611,91.9903,-38.6903,107.809,-49.9006,238.7,34.4406,0.000279022,13,1
2946,70.2993,81.768,33.3857,-111.567,-42.8128,197.09,233.944,114.564,0.0233545,19,1
2947,34.2935,-78.3897,63.6674,17.7381,-23.4014,150.756,231.155,104.306,0.000804827,19,1
2948,-93.6252,77.3183,147.341,128.416,-167.081,-44.0186,222.516,102.113,0.00238106,12,1
2949,136.923,-21.1045,86.2478,140.141,100.658,132.168,251.532,109.638,0.0226823,22,1
2950,-29.5512,134.447,159.411,42.7149,-99.6742,47.9369,231.3,34.0956,0.0940867,23,1
2951,-86.3152,-114.205,90.9882,52.0637,55.6857,-39.9457,231.918,64.3733,0.0337117,18,1
2952,90.7933,-27.0996,279.153,-165.666,-33.8297,-88.3224,232.376,82.2593,0.0284211,7,1
2953,94.5288,14.2471,36.8828,11.3424,-121.392,4.10444,200.075,95.7644,0.00371547,9,1
2954,72.012,120.314,-229.345,52.8937,130.356,-8.66394,219.912,92.9578,0.0294675,11,1
2955,27.8404,-84.2523,136.764,-29.7729,165.999,129.547,206.196,32.3648,0.00512638,3,1
2956,11.5351,-39.575,157.669,88.132,28.3743,198.348,214.848,64.5178,0.0033806,6,1
2957,-41.8744,89.4603,55.1585,57.8249,103.411,-107.538,224.827,68.8642,0.000156882,21,1
2958,-22.2644,124.49,-157.193,-15.2749,-142.949,-83.2647,222.204,79.9593,0.000452783,18,1
2959,158.396,152.289,62.3318,-86.4794,37.0311,-45.3617,243.967,87.7928,0.000540379,9,0
2960,-54.1037,-15.9812,12.9339,-42.0509,79.1804,-166.624,228.404,62.236,0.000577809,23,1
2961,-134.171,-199.031,-56.2249,28.8756,-7.04697,-57.2432,208.626,81.6328,0.0347771,11,0
2962,118.32,141.545,48.8096,-56.6841,-19.7262,-53.8239,229.098,77.7661,0.0675924,1,0
2963,-4.35197,63.5352,130.537,27.9946,8.43623,115.233,227.735,47.613,0.00196282,24,1
2964,108.283,83.6257,-140.202,-7.35661,9.63103,-48.953,184.482,113.795,0.00114208,21,1
2965,139.568,89.0285,21.1629,25.701,338.932,108.671,220.525,74.8282,0.0260669,18,1
2966,0.18036,-38.5941,-52.5176,-82.5847,181.311,33.3682,233.38,20.6221,0.0329827,5,1
2967,15.8856,-14.1158,15.0108,118.356,-22.238,-52.7371,206.413,71.0784,0.000125282,24,1
2968,-13.7145,-87.0362,13.7498,23.1935,46.7145,47.4855,234.62,21.2521,0.00325127,23,0
2969,-5.08273,11.3718,62.2547,34.5709,-35.3576,-32.0359,230.993,57.0287,0.000173019,2,0
